FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,나이,게임수,타석수,타수,득점,안타,2루타,3루타,사구,홈런,타점,도루성공,도루실패,볼넷,삼진,병살타,희생플라이,평균대비수비득점기여,수비_포지션 RAA,전체수비 RAA,공격WAR,수비WAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM 순위,TEAM 게임수,TEAM 타석수,TEAM 타수,TEAM 득점,TEAM 안타,TEAM 2루타,TEAM 3루타,TEAM 사구,TEAM 홈런,TEAM 타점,TEAM 도루,TEAM 도루실패,TEAM 볼넷,TEAM 삼진,TEAM 병살타,TEAM 희생플라이,TEAM 평균대비수비득점기여,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM 공격WAR,TEAM 수비WAR,TEAM 연봉,wRC+
2018,NC,박석민,3B,우투,우타,4.0,재자격,A,2017,32.0,101.0,382.0,319.0,43.0,78.0,15.0,0.0,13.0,14.0,56.0,1.0,2.0,50.0,92.0,17.0,0.0,-5.8,-1.44,-7.24,1.12,-0.53,75000.0,고졸,,,,4.0,144.0,5790.0,5079.0,786.0,1489.0,277.0,19.0,130.0,149.0,739.0,93.0,32.0,471.0,979.0,119.0,48.0,16.48,35.2,6.55,24.87,1.52,713700.0,110.1
2019,NC,박석민,3B,우투,우타,4.0,재자격,A,2018,33.0,103.0,375.0,318.0,40.0,81.0,14.0,1.0,15.0,16.0,55.0,1.0,0.0,39.0,80.0,11.0,3.0,0.38,-6.41,-6.03,0.78,0.03,75000.0,고졸,,,,10.0,144.0,5488.0,4895.0,660.0,1280.0,233.0,18.0,88.0,143.0,629.0,82.0,35.0,427.0,1081.0,115.0,43.0,2.07,19.6,-8.48,5.69,0.25,544500.0,103.9
2020,NC,박석민,3B,우투,우타,4.0,재자격,A,2019,34.0,112.0,444.0,360.0,49.0,96.0,17.0,1.0,12.0,19.0,74.0,1.0,2.0,65.0,69.0,17.0,3.0,-1.43,-4.44,-5.87,3.16,-0.15,75000.0,고졸,잔류,3.0,34.0,5.0,144.0,5631.0,4968.0,674.0,1383.0,249.0,26.0,83.0,128.0,639.0,87.0,45.0,456.0,880.0,126.0,60.0,10.59,22.04,3.58,25.29,0.91,796700.0,141.9
2021,NC,박석민,3B,우투,우타,,FA 1년차,,2020,35.0,123.0,448.0,356.0,58.0,109.0,15.0,0.0,10.0,14.0,63.0,0.0,1.0,75.0,62.0,11.0,4.0,-5.54,-0.41,-5.95,4.02,-0.52,70000.0,,,,,1.0,144.0,5833.0,5102.0,888.0,1483.0,258.0,28.0,104.0,187.0,845.0,101.0,38.0,529.0,997.0,106.0,51.0,9.88,13.19,2.77,32.11,1.24,741800.0,143.2
2020,두산,박세혁,C,우투,좌타,7.0,신규,A,2019,29.0,137.0,505.0,441.0,58.0,123.0,19.0,9.0,7.0,4.0,63.0,8.0,2.0,41.0,68.0,5.0,6.0,-1.05,11.98,10.93,3.82,-0.11,10000.0,대졸,,,,1.0,144.0,5670.0,4913.0,736.0,1364.0,235.0,31.0,72.0,84.0,691.0,102.0,38.0,563.0,799.0,117.0,83.0,20.76,20.57,11.54,29.09,2.13,596100.0,113.7
2021,두산,박세혁,C,우투,좌타,7.0,신규,A,2020,30.0,124.0,423.0,360.0,47.0,97.0,18.0,2.0,12.0,4.0,51.0,5.0,3.0,35.0,45.0,7.0,7.0,-0.32,9.82,9.49,2.28,-0.03,23200.0,대졸,,,,2.0,144.0,5776.0,5046.0,816.0,1477.0,263.0,20.0,68.0,125.0,778.0,88.0,37.0,551.0,796.0,132.0,73.0,-16.54,-25.41,-27.23,30.64,-1.48,677600.0,96.6
2022,두산,박세혁,C,우투,좌타,7.0,신규,A,2021,31.0,96.0,270.0,237.0,25.0,52.0,12.0,0.0,5.0,0.0,30.0,4.0,2.0,22.0,43.0,6.0,3.0,1.5,6.22,7.71,0.14,0.15,26000.0,대졸,,,,2.0,144.0,5645.0,4900.0,738.0,1314.0,235.0,17.0,86.0,110.0,698.0,81.0,37.0,560.0,943.0,137.0,53.0,-0.82,-8.17,-11.12,24.7,-0.08,681500.0,55.7
2023,두산,박세혁,C,우투,좌타,7.0,신규,A,2022,32.0,128.0,402.0,351.0,33.0,87.0,13.0,1.0,6.0,3.0,41.0,2.0,2.0,33.0,71.0,4.0,4.0,0.59,9.5,10.09,1.47,0.06,30000.0,대졸,이적,4.0,46.0,9.0,144.0,5510.0,4891.0,638.0,1249.0,210.0,12.0,71.0,101.0,592.0,90.0,40.0,450.0,1007.0,116.0,45.0,-9.52,-20.71,-19.24,15.56,-0.98,808700.0,83.0
2024,NC,박세혁,C,우투,좌타,,FA 1년차,,2023,33.0,88.0,283.0,242.0,35.0,51.0,9.0,3.0,4.0,6.0,32.0,1.0,1.0,30.0,43.0,3.0,1.0,1.29,6.65,7.93,1.05,0.13,70000.0,,,,,4.0,144.0,5606.0,4895.0,679.0,1321.0,223.0,28.0,100.0,98.0,642.0,111.0,46.0,493.0,1005.0,122.0,55.0,14.57,2.81,5.89,23.31,1.49,568600.0,83.5
2012,LG,박용택,DH,우투,좌타,4.0,재자격,A,2011,32.0,115.0,450.0,414.0,57.0,125.0,21.0,1.0,5.0,15.0,64.0,13.0,3.0,26.0,71.0,8.0,4.0,-0.33,-4.2,-4.53,3.17,-0.29,35000.0,고졸,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,119.0
2013,LG,박용택,CF,우투,좌타,4.0,재자격,A,2012,33.0,127.0,556.0,499.0,82.0,152.0,34.0,3.0,7.0,11.0,76.0,30.0,8.0,42.0,66.0,9.0,7.0,-3.36,-2.02,-5.37,5.15,-0.33,35000.0,고졸,,,,7.0,133.0,5180.0,4539.0,544.0,1184.0,212.0,18.0,53.0,59.0,512.0,140.0,57.0,458.0,857.0,107.0,50.0,-34.51,-4.59,-46.48,22.45,-5.68,345400.0,139.3
2014,LG,박용택,CF,우투,좌타,4.0,재자격,A,2013,34.0,125.0,539.0,476.0,79.0,156.0,22.0,4.0,4.0,7.0,67.0,13.0,8.0,52.0,71.0,5.0,7.0,-17.08,-2.94,-20.03,3.91,-1.77,35000.0,고졸,,,,3.0,128.0,4930.0,4287.0,615.0,1209.0,193.0,38.0,59.0,59.0,574.0,139.0,71.0,451.0,806.0,80.0,42.0,-14.07,2.68,-11.39,22.22,0.07,399500.0,126.6
2015,LG,박용택,CF,우투,좌타,4.0,재자격,A,2014,35.0,124.0,549.0,464.0,71.0,159.0,24.0,2.0,1.0,9.0,73.0,11.0,9.0,75.0,65.0,15.0,7.0,4.53,-4.22,0.31,3.75,0.4,35000.0,고졸,잔류,4.0,50.0,4.0,128.0,5070.0,4349.0,668.0,1214.0,213.0,22.0,63.0,90.0,622.0,105.0,64.0,524.0,817.0,112.0,57.0,10.35,-11.98,0.93,13.69,0.92,502800.0,135.2
2016,LG,박용택,LF,우투,좌타,4.0,FA 1년차,A,2015,36.0,128.0,533.0,487.0,66.0,159.0,28.0,2.0,4.0,18.0,83.0,11.0,4.0,34.0,73.0,12.0,7.0,-10.42,-4.95,-15.36,3.06,-0.96,80000.0,고졸,,,,9.0,144.0,5599.0,4941.0,653.0,1331.0,252.0,22.0,80.0,114.0,601.0,113.0,62.0,462.0,1076.0,98.0,41.0,-35.76,17.36,-45.09,10.86,-3.09,715600.0,128.2
2017,LG,박용택,DH,우투,좌타,4.0,재자격,A,2016,37.0,138.0,578.0,509.0,84.0,176.0,24.0,0.0,4.0,11.0,90.0,6.0,6.0,58.0,71.0,13.0,7.0,4.63,-12.19,-7.56,2.83,0.41,80000.0,고졸,,,,4.0,144.0,5765.0,5051.0,786.0,1464.0,238.0,26.0,72.0,118.0,744.0,121.0,70.0,523.0,982.0,92.0,54.0,37.96,34.04,27.87,19.83,3.37,542900.0,129.7
2018,LG,박용택,DH,우투,좌타,4.0,재자격,A,2017,38.0,138.0,596.0,509.0,83.0,175.0,23.0,2.0,6.0,14.0,90.0,4.0,2.0,72.0,88.0,13.0,9.0,0.86,-13.55,-12.68,3.69,0.08,80000.0,고졸,,,,6.0,144.0,5614.0,4944.0,699.0,1390.0,216.0,20.0,101.0,110.0,663.0,77.0,56.0,438.0,1021.0,123.0,55.0,6.68,12.37,-3.17,13.68,0.61,666400.0,143.2
2019,LG,박용택,DH,우투,좌타,4.0,재자격,A,2018,39.0,134.0,583.0,524.0,89.0,159.0,38.0,1.0,5.0,15.0,76.0,3.0,3.0,47.0,107.0,21.0,7.0,1.09,-13.68,-12.59,1.5,0.1,80000.0,고졸,잔류,2.0,25.0,8.0,144.0,5665.0,5070.0,788.0,1487.0,299.0,12.0,75.0,148.0,740.0,71.0,38.0,418.0,1001.0,125.0,51.0,-27.85,-22.4,-35.85,21.66,-2.31,851800.0,113.2
2020,LG,박용택,DH,우투,좌타,,FA 1년차,,2019,40.0,64.0,215.0,195.0,19.0,55.0,9.0,0.0,0.0,1.0,22.0,3.0,1.0,18.0,30.0,3.0,2.0,0.94,-4.66,-3.71,0.23,0.1,80000.0,,,,,4.0,144.0,5536.0,4928.0,641.0,1316.0,233.0,15.0,77.0,94.0,604.0,108.0,47.0,434.0,962.0,117.0,48.0,11.94,14.3,3.53,20.38,1.23,745100.0,93.3
2013,SK,박재상,LF,좌투,좌타,9.0,신규,A,2012,30.0,100.0,322.0,269.0,37.0,58.0,12.0,0.0,1.0,4.0,23.0,6.0,9.0,34.0,60.0,8.0,2.0,1.42,-3.97,-2.55,0.24,-0.48,16000.0,고졸,,,,2.0,133.0,4996.0,4347.0,564.0,1120.0,197.0,15.0,58.0,108.0,523.0,104.0,75.0,445.0,864.0,85.0,28.0,26.13,-5.91,13.09,23.64,2.38,371100.0,77.1
2014,SK,박재상,LF,좌투,좌타,9.0,신규,A,2013,31.0,103.0,305.0,262.0,37.0,69.0,9.0,2.0,3.0,8.0,36.0,14.0,1.0,25.0,50.0,4.0,3.0,1.07,-2.84,-1.76,1.35,-0.11,14000.0,고졸,,,,6.0,128.0,4950.0,4278.0,588.0,1134.0,189.0,20.0,86.0,124.0,558.0,144.0,63.0,465.0,918.0,99.0,37.0,33.96,0.05,34.01,21.13,2.79,404600.0,94.4
2015,SK,박재상,LF,좌투,좌타,9.0,신규,A,2014,32.0,38.0,77.0,63.0,9.0,12.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,9.0,13.0,1.0,0.0,1.44,-0.67,0.77,-0.2,0.13,16000.0,고졸,,,,5.0,128.0,5082.0,4423.0,735.0,1285.0,245.0,22.0,72.0,115.0,696.0,139.0,46.0,447.0,926.0,92.0,49.0,8.13,9.44,0.35,15.79,0.21,489800.0,56.1
2016,SK,박재상,LF,좌투,좌타,9.0,신규,A,2015,33.0,108.0,292.0,250.0,34.0,62.0,12.0,2.0,3.0,7.0,37.0,4.0,5.0,32.0,53.0,4.0,1.0,0.73,-1.81,-1.08,0.36,0.07,16000.0,고졸,잔류,2.0,5.5,5.0,144.0,5588.0,4861.0,693.0,1323.0,214.0,10.0,98.0,145.0,656.0,94.0,59.0,490.0,1047.0,113.0,29.0,-20.69,-5.15,-29.84,14.72,-1.07,756700.0,88.8
2017,SK,박재상,LF,좌투,좌타,,FA 1년차,,2016,34.0,94.0,288.0,255.0,37.0,76.0,14.0,1.0,0.0,6.0,35.0,3.0,6.0,27.0,37.0,9.0,2.0,2.81,-2.61,0.2,0.47,0.25,20000.0,,,,,6.0,144.0,5672.0,5023.0,753.0,1464.0,234.0,19.0,102.0,182.0,715.0,89.0,60.0,429.0,1018.0,104.0,47.0,6.75,30.26,1.12,19.17,0.6,712900.0,97.4
2013,SK,박정권,1B,좌투,좌타,8.0,신규,A,2012,31.0,122.0,472.0,416.0,61.0,106.0,18.0,1.0,4.0,12.0,59.0,4.0,6.0,43.0,80.0,7.0,3.0,0.79,-9.59,-8.8,2.17,-0.69,19500.0,대졸,,,,2.0,133.0,4996.0,4347.0,564.0,1120.0,197.0,15.0,58.0,108.0,523.0,104.0,75.0,445.0,864.0,85.0,28.0,26.13,-5.91,13.09,23.64,2.38,371100.0,104.5
2014,SK,박정권,1B,좌투,좌타,8.0,신규,A,2013,32.0,110.0,434.0,363.0,56.0,106.0,20.0,1.0,1.0,18.0,70.0,4.0,4.0,64.0,79.0,5.0,6.0,1.63,-8.23,-6.6,3.8,-0.45,20500.0,대졸,,,,6.0,128.0,4950.0,4278.0,588.0,1134.0,189.0,20.0,86.0,124.0,558.0,144.0,63.0,465.0,918.0,99.0,37.0,33.96,0.05,34.01,21.13,2.79,404600.0,136.4
2015,SK,박정권,1B,좌투,좌타,8.0,신규,A,2014,33.0,120.0,499.0,452.0,81.0,140.0,33.0,2.0,2.0,27.0,109.0,7.0,9.0,41.0,106.0,6.0,4.0,3.87,-10.07,-6.2,1.79,0.34,23500.0,대졸,,,,5.0,128.0,5082.0,4423.0,735.0,1285.0,245.0,22.0,72.0,115.0,696.0,139.0,46.0,447.0,926.0,92.0,49.0,8.13,9.44,0.35,15.79,0.21,489800.0,125.9
2016,SK,박정권,1B,좌투,좌타,8.0,신규,A,2015,34.0,124.0,494.0,438.0,66.0,123.0,23.0,0.0,4.0,21.0,70.0,3.0,3.0,46.0,119.0,9.0,2.0,7.4,-9.86,-2.46,1.23,0.68,40000.0,대졸,잔류,4.0,30.0,5.0,144.0,5588.0,4861.0,693.0,1323.0,214.0,10.0,98.0,145.0,656.0,94.0,59.0,490.0,1047.0,113.0,29.0,-20.69,-5.15,-29.84,14.72,-1.07,756700.0,110.7
2017,SK,박정권,1B,좌투,좌타,,FA 1년차,,2016,35.0,125.0,468.0,422.0,59.0,117.0,17.0,3.0,5.0,18.0,59.0,4.0,0.0,35.0,99.0,7.0,4.0,6.7,-9.16,-2.45,0.47,0.59,40000.0,,,,,6.0,144.0,5672.0,5023.0,753.0,1464.0,234.0,19.0,102.0,182.0,715.0,89.0,60.0,429.0,1018.0,104.0,47.0,6.75,30.26,1.12,19.17,0.6,712900.0,93.1
2011,삼성,박한이,RF,좌투,좌타,4.0,재자격,A,2010,31.0,128.0,470.0,379.0,64.0,114.0,21.0,2.0,3.0,11.0,63.0,5.0,4.0,73.0,54.0,10.0,5.0,-3.03,-5.13,-8.16,4.42,-0.86,30000.0,고졸,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,142.5
2012,삼성,박한이,RF,좌투,좌타,4.0,재자격,A,2011,32.0,121.0,506.0,429.0,77.0,110.0,19.0,2.0,5.0,4.0,30.0,8.0,2.0,60.0,88.0,7.0,2.0,-0.02,-4.12,-4.14,2.21,-0.08,30000.0,고졸,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,96.3
2013,삼성,박한이,RF,좌투,좌타,4.0,재자격,A,2012,33.0,111.0,463.0,388.0,61.0,118.0,19.0,4.0,1.0,1.0,51.0,4.0,6.0,58.0,72.0,8.0,3.0,-3.56,-5.15,-8.72,3.96,-0.93,30000.0,고졸,,,,1.0,133.0,5161.0,4436.0,628.0,1205.0,200.0,26.0,86.0,89.0,585.0,125.0,48.0,500.0,813.0,91.0,47.0,-30.05,-4.67,-42.08,32.31,-3.87,393200.0,139.0
2014,삼성,박한이,RF,좌투,좌타,4.0,재자격,A,2013,34.0,112.0,466.0,394.0,56.0,112.0,12.0,3.0,1.0,6.0,55.0,4.0,4.0,51.0,74.0,5.0,2.0,17.76,-4.55,13.22,2.07,1.66,35000.0,고졸,잔류,4.0,28.0,1.0,128.0,5042.0,4370.0,669.0,1235.0,212.0,17.0,93.0,113.0,624.0,95.0,41.0,453.0,818.0,98.0,41.0,17.85,-1.74,16.12,28.45,2.03,431300.0,102.5
2015,삼성,박한이,RF,좌투,좌타,,FA 1년차,,2014,35.0,125.0,567.0,472.0,83.0,156.0,22.0,2.0,5.0,9.0,80.0,7.0,6.0,61.0,74.0,9.0,5.0,4.03,-5.66,-1.63,2.56,0.36,45000.0,,,,,1.0,128.0,5152.0,4464.0,812.0,1345.0,238.0,23.0,62.0,161.0,763.0,161.0,46.0,507.0,743.0,88.0,43.0,12.63,-4.5,2.92,25.53,1.11,637700.0,115.7
2019,삼성,박해민,CF,우투,좌타,8.0,신규,A,2018,28.0,144.0,649.0,576.0,114.0,172.0,30.0,10.0,3.0,9.0,68.0,36.0,10.0,56.0,99.0,9.0,6.0,5.33,-0.02,5.31,2.43,0.48,29000.0,대졸,,,,6.0,144.0,5766.0,5109.0,776.0,1471.0,241.0,29.0,87.0,146.0,732.0,116.0,52.0,468.0,1034.0,115.0,45.0,-21.0,1.16,-29.04,15.23,-1.88,598700.0,94.1
2020,삼성,박해민,CF,우투,좌타,8.0,신규,A,2019,29.0,144.0,581.0,506.0,64.0,121.0,16.0,7.0,2.0,5.0,44.0,24.0,7.0,58.0,82.0,4.0,3.0,11.23,-0.16,11.07,0.95,1.15,36000.0,대졸,,,,8.0,144.0,5533.0,4866.0,622.0,1245.0,230.0,26.0,78.0,122.0,598.0,107.0,42.0,478.0,976.0,107.0,53.0,0.76,1.45,-6.85,15.84,0.08,619900.0,76.5
2021,삼성,박해민,CF,우투,좌타,8.0,신규,A,2020,30.0,132.0,541.0,489.0,84.0,142.0,18.0,5.0,3.0,11.0,55.0,34.0,12.0,39.0,77.0,7.0,3.0,14.88,-0.38,14.5,1.86,1.4,30000.0,대졸,,,,8.0,144.0,5574.0,4923.0,699.0,1317.0,211.0,12.0,62.0,129.0,658.0,132.0,49.0,486.0,990.0,117.0,53.0,7.63,37.86,-0.69,12.29,0.72,548800.0,93.5
2022,삼성,박해민,CF,우투,좌타,8.0,신규,A,2021,31.0,127.0,542.0,454.0,78.0,132.0,22.0,1.0,3.0,5.0,54.0,36.0,15.0,69.0,82.0,3.0,7.0,3.75,-0.1,3.65,2.97,0.37,38000.0,대졸,이적,4.0,60.0,3.0,144.0,5552.0,4836.0,712.0,1292.0,204.0,18.0,55.0,133.0,669.0,116.0,44.0,545.0,902.0,98.0,68.0,-10.3,12.57,-19.22,18.47,-1.19,578200.0,109.6
2023,LG,박해민,CF,우투,좌타,,FA 1년차,,2022,32.0,144.0,636.0,570.0,97.0,165.0,20.0,8.0,9.0,3.0,49.0,24.0,6.0,44.0,85.0,4.0,6.0,11.39,-0.14,11.25,2.99,1.17,60000.0,,,,,3.0,144.0,5627.0,4927.0,715.0,1325.0,208.0,33.0,103.0,118.0,674.0,102.0,46.0,501.0,924.0,109.0,46.0,21.98,24.7,13.13,28.62,2.26,784300.0,107.0
2011,두산,손시헌,SS,우투,우타,8.0,신규,A,2010,30.0,128.0,499.0,433.0,51.0,118.0,19.0,1.0,7.0,8.0,62.0,0.0,2.0,46.0,64.0,12.0,3.0,-3.29,8.62,5.33,1.89,0.38,18500.0,대졸,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,95.3
2012,두산,손시헌,SS,우투,우타,8.0,신규,A,2011,31.0,92.0,351.0,298.0,39.0,84.0,10.0,1.0,9.0,4.0,28.0,2.0,1.0,37.0,44.0,9.0,0.0,-0.85,7.04,6.19,2.08,0.44,20200.0,대졸,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,110.3
2013,두산,손시헌,SS,우투,우타,8.0,신규,A,2012,32.0,86.0,312.0,272.0,24.0,67.0,11.0,1.0,4.0,5.0,31.0,4.0,2.0,21.0,40.0,12.0,4.0,2.43,5.33,7.76,0.77,0.23,19700.0,대졸,,,,3.0,133.0,4938.0,4379.0,524.0,1139.0,172.0,26.0,54.0,59.0,490.0,116.0,51.0,362.0,659.0,129.0,40.0,25.84,9.99,28.8,17.39,0.02,299900.0,82.1
2014,두산,손시헌,SS,우투,우타,8.0,신규,A,2013,33.0,93.0,268.0,234.0,35.0,59.0,14.0,1.0,6.0,1.0,26.0,3.0,1.0,21.0,38.0,5.0,1.0,10.78,5.47,16.25,0.8,1.66,18000.0,대졸,이적,4.0,30.0,2.0,128.0,5142.0,4401.0,699.0,1271.0,217.0,37.0,79.0,95.0,654.0,172.0,61.0,524.0,717.0,105.0,56.0,8.01,-0.56,7.44,36.32,1.04,345000.0,86.0
2015,NC,손시헌,SS,우투,우타,4.0,FA 1년차,A,2014,34.0,97.0,361.0,307.0,39.0,90.0,20.0,1.0,7.0,5.0,39.0,2.0,1.0,34.0,53.0,10.0,8.0,6.41,7.22,13.63,1.57,0.57,40000.0,고졸,,,,3.0,128.0,5031.0,4426.0,737.0,1249.0,228.0,36.0,67.0,143.0,697.0,154.0,47.0,443.0,918.0,90.0,51.0,25.86,46.23,16.5,14.33,2.28,337900.0,98.4
2016,NC,손시헌,SS,우투,우타,4.0,재자격,A,2015,35.0,140.0,508.0,440.0,56.0,108.0,24.0,2.0,14.0,13.0,58.0,3.0,2.0,36.0,66.0,16.0,5.0,0.39,10.16,10.55,1.54,0.04,40000.0,고졸,,,,3.0,144.0,5727.0,4967.0,844.0,1437.0,283.0,28.0,106.0,161.0,802.0,204.0,60.0,536.0,1023.0,105.0,53.0,27.49,15.93,18.08,28.15,2.27,440600.0,83.8
2017,NC,손시헌,SS,우투,우타,4.0,재자격,A,2016,36.0,110.0,403.0,341.0,36.0,104.0,21.0,2.0,13.0,5.0,39.0,1.0,0.0,38.0,48.0,13.0,1.0,8.2,8.04,16.24,2.67,0.73,40000.0,고졸,,,,2.0,144.0,5833.0,5007.0,857.0,1457.0,249.0,19.0,93.0,169.0,808.0,99.0,41.0,609.0,1023.0,133.0,52.0,6.4,-8.9,-3.55,24.47,0.57,723500.0,114.4
2018,NC,손시헌,SS,우투,우타,4.0,재자격,A,2017,37.0,124.0,391.0,349.0,32.0,122.0,17.0,1.0,8.0,5.0,45.0,1.0,0.0,16.0,44.0,5.0,5.0,3.35,7.8,11.15,3.1,0.31,40000.0,고졸,잔류,2.0,15.0,4.0,144.0,5790.0,5079.0,786.0,1489.0,277.0,19.0,130.0,149.0,739.0,93.0,32.0,471.0,979.0,119.0,48.0,16.48,35.2,6.55,24.87,1.52,713700.0,116.0
2019,NC,손시헌,SS,우투,우타,,FA 1년차,,2018,38.0,67.0,150.0,128.0,12.0,24.0,4.0,0.0,5.0,2.0,14.0,2.0,0.0,15.0,20.0,3.0,1.0,-1.33,2.98,1.65,-0.18,-0.12,50000.0,,,,,10.0,144.0,5488.0,4895.0,660.0,1280.0,233.0,18.0,88.0,143.0,629.0,82.0,35.0,427.0,1081.0,115.0,43.0,2.07,19.6,-8.48,5.69,0.25,544500.0,44.3
2015,롯데,손아섭,RF,우투,좌타,9.0,신규,A,2014,26.0,122.0,570.0,483.0,105.0,175.0,25.0,3.0,5.0,18.0,80.0,10.0,3.0,80.0,78.0,7.0,2.0,3.28,-5.68,-2.4,5.21,0.29,40000.0,고졸,,,,7.0,128.0,5194.0,4487.0,716.0,1288.0,252.0,26.0,70.0,121.0,685.0,63.0,41.0,534.0,964.0,95.0,41.0,1.14,15.71,-6.57,16.88,0.1,510600.0,147.7
2016,롯데,손아섭,RF,우투,좌타,9.0,신규,A,2015,27.0,116.0,517.0,445.0,86.0,141.0,28.0,1.0,1.0,13.0,54.0,11.0,6.0,68.0,96.0,6.0,3.0,2.53,-5.13,-2.6,3.11,0.23,50000.0,고졸,,,,8.0,144.0,5680.0,4972.0,765.0,1393.0,254.0,19.0,68.0,177.0,727.0,104.0,50.0,532.0,1186.0,136.0,28.0,22.19,15.39,13.9,18.66,2.33,624400.0,123.9
2017,롯데,손아섭,RF,우투,좌타,9.0,신규,A,2016,28.0,144.0,672.0,575.0,118.0,186.0,33.0,1.0,3.0,16.0,81.0,42.0,4.0,92.0,104.0,4.0,2.0,4.4,-6.87,-2.47,4.54,0.39,60000.0,고졸,,,,8.0,144.0,5784.0,5001.0,777.0,1439.0,252.0,20.0,83.0,127.0,732.0,145.0,64.0,596.0,1061.0,120.0,41.0,-7.33,6.21,-16.83,17.82,-0.54,730200.0,121.8
2018,롯데,손아섭,RF,우투,좌타,9.0,신규,A,2017,29.0,144.0,667.0,576.0,113.0,193.0,35.0,4.0,4.0,20.0,80.0,25.0,8.0,83.0,96.0,7.0,3.0,5.34,-6.94,-1.6,5.1,0.49,65000.0,고졸,잔류,4.0,98.0,3.0,144.0,5671.0,4994.0,743.0,1425.0,250.0,17.0,112.0,151.0,697.0,92.0,44.0,457.0,1018.0,146.0,32.0,16.21,8.53,6.5,17.96,1.67,858600.0,134.6
2019,롯데,손아섭,RF,우투,좌타,4.0,FA 1년차,B,2018,30.0,141.0,625.0,553.0,109.0,182.0,32.0,5.0,2.0,26.0,93.0,20.0,3.0,68.0,99.0,15.0,1.0,5.86,-6.71,-0.85,4.94,0.52,150000.0,고졸,,,,7.0,144.0,5764.0,5130.0,821.0,1484.0,289.0,17.0,81.0,203.0,792.0,68.0,32.0,471.0,1157.0,124.0,37.0,0.51,6.93,-12.15,21.63,0.05,836900.0,135.0
2020,롯데,손아섭,RF,우투,좌타,4.0,재자격,B,2019,31.0,134.0,568.0,512.0,78.0,151.0,22.0,1.0,1.0,10.0,63.0,13.0,8.0,52.0,92.0,6.0,2.0,3.25,-5.79,-2.54,2.28,0.33,150000.0,고졸,,,,10.0,144.0,5488.0,4919.0,578.0,1231.0,214.0,22.0,65.0,90.0,545.0,65.0,31.0,429.0,1085.0,108.0,40.0,-30.52,-29.69,-41.29,7.45,-3.14,1058600.0,109.0
2021,롯데,손아섭,RF,우투,좌타,4.0,재자격,B,2020,32.0,141.0,611.0,540.0,98.0,190.0,43.0,0.0,2.0,11.0,85.0,5.0,0.0,61.0,56.0,9.0,7.0,0.41,-6.61,-6.2,4.82,0.04,200000.0,고졸,,,,7.0,144.0,5669.0,4958.0,750.0,1366.0,252.0,6.0,55.0,131.0,711.0,90.0,31.0,569.0,875.0,148.0,48.0,10.45,0.47,-0.21,17.58,0.98,893500.0,139.7
2022,롯데,손아섭,RF,우투,좌타,4.0,재자격,B,2021,33.0,139.0,610.0,542.0,88.0,173.0,29.0,2.0,3.0,3.0,58.0,11.0,6.0,61.0,67.0,15.0,1.0,-3.45,-6.22,-9.67,2.91,-0.34,50000.0,고졸,이적,4.0,64.0,8.0,144.0,5726.0,5009.0,727.0,1393.0,266.0,10.0,54.0,107.0,697.0,60.0,31.0,579.0,969.0,114.0,46.0,-24.26,-13.58,-33.77,22.75,-3.11,481800.0,114.7
2023,NC,손아섭,RF,우투,좌타,,FA 1년차,,2022,34.0,138.0,617.0,548.0,72.0,152.0,29.0,4.0,3.0,4.0,48.0,7.0,3.0,59.0,76.0,9.0,6.0,5.47,-8.07,-2.61,1.65,0.56,150000.0,,,,,6.0,144.0,5585.0,4899.0,646.0,1260.0,230.0,15.0,88.0,105.0,613.0,100.0,39.0,501.0,981.0,112.0,47.0,-7.0,-6.71,-14.51,19.94,-0.72,823200.0,100.6
2016,한화,송광민,LF,우투,우타,8.0,신규,A,2015,32.0,12.0,41.0,37.0,2.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,11.0,1.0,0.0,1.1,-0.19,0.91,-0.1,0.1,11000.0,대졸,,,,6.0,144.0,5716.0,4852.0,717.0,1316.0,218.0,19.0,109.0,130.0,667.0,80.0,47.0,581.0,1135.0,112.0,35.0,16.16,31.04,8.26,15.8,1.6,784600.0,47.7
2017,한화,송광민,3B,우투,우타,8.0,신규,A,2016,33.0,116.0,494.0,449.0,80.0,146.0,27.0,2.0,4.0,17.0,83.0,3.0,0.0,28.0,86.0,16.0,6.0,1.39,-0.43,0.96,2.49,0.12,10000.0,대졸,,,,7.0,144.0,5838.0,5109.0,826.0,1478.0,242.0,27.0,91.0,142.0,787.0,64.0,38.0,510.0,1025.0,123.0,41.0,-14.51,7.95,-22.75,17.03,-1.29,1065400.0,111.9
