FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,Age,G,PA,AB,R,H,2B,3B,HP,HR,RBI,SB,CS,BB,SO,GDP,SF,수비_필딩 RAA,수비_포지션 RAA,전체수비 RAA,oWAR,dWAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM RANK,TEAM G,TEAM PA,TEAM AB,TEAM R,TEAM H,TEAM 2B,TEAM 3B,TEAM HP,TEAM HR,TEAM RBI,TEAM SB,TEAM CS,TEAM BB,TEAM SO,TEAM GDP,TEAM SF,TEAM 수비_필딩 RAA,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM oWAR,TEAM dWAR,TEAM 연봉
2017,한화,최진행,DH,우투,우타,9,신규,A,2016,31,28,85,70,4,23,2,0,2,1,9,0,0,11,16,1,0,-1.45,-0.79,-2.24,0.4,-0.13,15000,고졸,,,,7,144,5838,5109,826,1478,242,27,91,142,787,64,38,510,1025,123,41,-14.51,7.95,-22.75,17.03,-1.29,1065400
2018,한화,최진행,DH,우투,우타,9,신규,A,2017,32,89,289,258,29,79,21,0,10,13,50,0,2,19,77,3,1,1.38,-4.31,-2.93,1.71,0.13,18500,고졸,,,,8,144,5665,5030,737,1445,261,16,94,150,684,64,44,416,974,112,38,7.63,0.63,-0.35,19.39,0.85,1083900
2019,한화,최진행,DH,우투,우타,9,신규,A,2018,33,57,154,136,14,29,3,0,3,7,13,0,1,15,53,5,0,3.25,-1.69,1.56,-0.34,0.29,17000,고졸,잔류,2,26,3,144,5539,4972,729,1369,249,14,88,151,668,118,64,420,1098,113,28,24.57,11.38,15.86,12.72,2.19,562100
2020,한화,최진행,LF,우투,우타,,FA 1년차,,2019,34,45,129,117,10,27,6,0,2,6,19,0,0,9,28,3,1,0.064,0.113,0.332,,,,,,,,9,144,5482,4882,607,1250,223,16,70,88,562,105,51,441,1090,112,45,-21.24,-0.29,-27.17,12.6,-2.18,668000
2014,삼성,최형우,LF,우투,좌타,9,신규,A,2013,30,128,573,511,80,156,28,0,7,29,98,2,1,47,91,5,8,-4.88,-8.26,-13.15,5.04,-0.94,19000,고졸,,,,1,128,5042,4370,669,1235,212,17,93,113,624,95,41,453,818,98,41,17.85,-1.74,16.12,28.45,2.03,431300
2015,삼성,최형우,LF,우투,좌타,9,신규,A,2014,31,113,493,430,92,153,33,0,7,31,100,4,2,50,62,11,6,4.8,-4.99,-0.19,5.25,0.42,28000,고졸,,,,1,128,5152,4464,812,1345,238,23,62,161,763,161,46,507,743,88,43,12.63,-4.5,2.92,25.53,1.11,637700
2016,삼성,최형우,LF,우투,좌타,9,신규,A,2015,32,144,637,547,94,174,33,1,9,33,123,2,5,73,101,13,8,-5.28,-6.99,-12.26,4.78,-0.49,45000,고졸,,,,2,144,5803,5019,897,1515,259,25,70,176,850,157,52,581,930,109,57,0.96,5.77,-8.74,32.86,0.08,693600
2017,삼성,최형우,LF,우투,좌타,9,신규,A,2016,33,138,618,519,99,195,46,2,9,31,144,2,2,83,83,12,7,-2.62,-6.35,-8.97,7.48,-0.23,60000,고졸,이적,4,100,9,144,5863,5093,852,1492,249,34,75,142,792,104,50,552,864,119,55,4.26,7.39,-7.13,20.37,0.36,574700
2018,KIA,최형우,LF,우투,좌타,4,FA 1년차,B,2017,34,142,629,514,98,176,36,3,11,26,120,0,1,96,82,15,8,-4.42,-8.03,-12.45,6.34,-0.41,70000,고졸,,,,1,144,5841,5142,906,1554,292,29,89,170,868,76,34,499,891,117,56,-9.65,-22.98,-20.85,31.41,-1.42,897200
2019,KIA,최형우,LF,우투,좌타,4,재자격,B,2018,35,143,609,528,92,179,34,1,7,25,103,3,0,66,87,17,8,-5.82,-8.03,-13.85,4.64,-0.52,150000,고졸,,,,5,144,5744,5036,865,1487,258,22,99,170,823,88,37,503,905,135,50,-19.26,-26.55,-28.47,24.98,-1.94,1125900
2020,KIA,최형우,DH,우투,좌타,4,재자격,B,2019,36,136,555,456,65,137,31,1,7,17,86,0,1,85,77,13,7,1.91,-10.71,-8.8,4.55,0.2,150000,고졸,,,,7,144,5505,4874,605,1286,248,19,58,76,567,87,42,497,919,108,45,-34.68,-26.69,-42.45,17.58,-3.89,728800
2021,KIA,최형우,DH,우투,좌타,4,재자격,B,2020,37,140,600,522,93,185,37,1,5,28,115,0,0,70,101,9,3,-0.74,-14.32,-15.06,6.32,-0.07,150000,고졸,잔류,3,47,6,144,5642,4937,724,1355,224,13,69,130,692,47,25,535,957,114,38,-42.81,-45.02,-51.42,18.99,-3.74,787700
2022,KIA,최형우,DH,우투,좌타,,FA 1년차,,2021,38,104,446,373,52,87,15,1,4,12,55,0,0,67,67,9,2,0.63,-10.55,-9.92,1.07,0.06,90000,,,,,9,144,5577,4831,568,1198,183,21,73,66,546,73,31,595,921,119,37,-0.46,-15.19,-10.36,10.2,0.1,428400
2011,군 복무,한상훈,,우투,좌타,8,신규,A,2010,30,,,,,,,,,,,,,,,,,,,,,,,대졸,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,한화,한상훈,2B,우투,좌타,8,신규,A,2011,31,131,485,398,49,107,12,3,6,3,39,16,10,46,66,6,2,3.21,4.88,8.09,1.69,1.22,7000,대졸,,,,6,,,,,,,,,,,,,,,,,,,,,,
2013,한화,한상훈,2B,우투,좌타,8,신규,A,2012,32,112,344,272,41,61,11,1,5,3,29,7,8,49,58,8,1,0.72,2.43,3.15,1.18,0.13,12000,대졸,,,,8,133,5057,4331,509,1077,208,12,61,71,479,107,53,538,907,102,27,-1.85,-8.82,-17.89,23.07,-2.79,339800
2014,한화,한상훈,SS,우투,좌타,8,신규,A,2013,33,101,322,260,45,68,13,4,6,0,25,5,4,47,40,7,3,6.72,3.82,10.54,1.46,1.03,11000,대졸,잔류,4,13,9,128,4915,4271,480,1106,212,13,80,47,448,70,49,479,933,140,30,-7.66,2.52,-5.15,14.72,-2.34,321700
2015,한화,한상훈,SS,우투,좌타,,FA 1년차,,2014,34,77,203,175,23,50,8,1,0,1,21,3,1,24,40,4,0,4.29,3.42,7.71,0.65,0.38,20000,,,,,9,128,5055,4417,619,1251,223,24,56,104,594,70,41,489,839,125,43,-26.72,-37.95,-35.82,11.41,-2.56,592300
2018,두산,허경민,3B,우투,우타,9,신규,A,2017,27,130,422,369,50,95,22,1,10,3,40,8,4,29,48,15,2,1.99,0.04,2.03,0.03,0.18,30000,고졸,,,,2,144,5833,5102,849,1499,270,20,95,178,812,69,33,541,960,120,47,-0.18,-17.54,-7.54,32.2,-0.14,473500
2019,두산,허경민,3B,우투,우타,9,신규,A,2018,28,133,577,516,85,167,30,5,16,10,79,20,4,32,52,15,8,5.83,0.01,5.84,2.96,0.52,26500,고졸,,,,2,144,5870,5176,944,1601,284,30,92,191,898,96,23,496,1016,112,63,31.25,30.09,23.63,37.38,2.69,690700
2020,두산,허경민,3B,우투,우타,9,신규,A,2019,29,133,540,475,71,137,25,1,17,4,60,11,5,34,36,16,11,2.12,0.01,2.13,2.34,0.22,38500,고졸,,,,1,144,5670,4913,736,1364,235,31,72,84,691,102,38,563,799,117,83,20.76,20.57,11.54,29.09,2.13,596100
2021,두산,허경민,3B,우투,우타,9,신규,A,2020,30,117,487,437,70,145,25,1,5,7,58,14,6,35,28,10,7,7.26,1.08,8.34,3.31,0.68,48000,고졸,잔류,7,85,2,144,5776,5046,816,1477,263,20,68,125,778,88,37,551,796,132,73,-16.54,-25.41,-27.23,30.64,-1.48,677600
2022,두산,허경민,3B,우투,우타,,FA 1년차,,2021,31,136,518,468,61,130,24,1,8,5,59,5,7,36,35,21,3,-10.12,-0.02,-10.14,1.1,-1,100000,,,,,2,144,5645,4900,738,1314,235,17,86,110,698,81,37,560,943,137,53,-0.82,-8.17,-11.12,24.7,-0.08,681500
2019,SK,허도환,C,우투,우타,8,신규,C,2018,34,23,24,22,4,6,0,0,1,1,1,0,0,1,8,1,0,0.02,0.53,0.55,0.04,0,6800,고졸,,,,1,144,5682,4992,829,1403,234,13,119,233,791,108,39,483,1079,103,34,-0.75,-4.43,-10.09,22.65,0.1,560100
2020,SK,허도환,C,우투,우타,8,신규,C,2019,35,56,93,79,3,10,3,0,3,1,6,0,1,5,18,3,2,-0.08,2.18,2.1,-0.56,-0.01,6000,고졸,,,,3,144,5542,4919,655,1290,218,14,87,117,622,118,50,462,966,92,38,2.07,6.82,-7.97,17.87,-0.09,626100
2021,KT,허도환,C,우투,우타,8,신규,C,2020,36,52,62,53,2,14,1,0,2,0,5,0,0,6,15,2,0,-3.19,1.34,-1.85,0.15,-0.3,6500,고졸,,,,3,144,5762,5047,813,1432,238,21,52,163,767,106,50,554,1097,104,45,21.71,15.8,11.9,27.89,2.1,584000
2022,KT,허도환,C,우투,우타,8,신규,C,2021,37,62,125,105,8,29,6,0,2,2,21,0,0,8,28,3,0,0.7,2.83,3.53,0.59,0.07,7500,고졸,이적,2,4,1,144,5627,4810,719,1276,219,11,58,106,673,112,46,645,1047,105,44,10.21,-7.11,0.42,21.86,1.33,575800
2023,LG,허도환,C,우투,우타,,FA 1년차,,2022,38,64,92,85,7,21,5,0,2,1,6,0,0,2,26,2,0,-1.83,2.14,0.3,0.24,-0.19,10000,,,,,3,144,5627,4927,715,1325,208,33,103,118,674,102,46,501,924,109,46,21.98,24.7,13.13,28.62,2.26,784300
2010,롯데,홍성흔,DH,우투,우타,4,재자격,A,2009,32,119,487,426,71,158,33,0,5,12,64,9,3,49,55,15,7,0.48,11.26,11.74,5.84,0.58,27900,고졸,,,,4,,,,,,,,,,,,,,,,,,,,,,
2011,롯데,홍성흔,DH,우투,우타,4,재자격,A,2010,33,111,498,431,88,151,28,1,7,26,116,2,2,54,49,18,5,1.86,10.15,12.01,6.65,0.25,40000,고졸,,,,4,,,,,,,,,,,,,,,,,,,,,,
2012,롯데,홍성흔,DH,우투,우타,4,재자격,A,2011,34,132,535,474,70,145,24,2,3,6,67,2,5,53,80,22,5,-1.05,12.39,11.34,3.83,-0.1,40000,고졸,,,,3,,,,,,,,,,,,,,,,,,,,,,
2013,롯데,홍성흔,DH,우투,우타,4,재자격,A,2012,35,113,443,390,48,114,20,0,2,15,74,4,5,47,83,10,3,-1.64,8.94,7.3,3.97,0.52,40000,고졸,이적,4,21,4,133,5043,4481,509,1179,202,16,54,73,479,119,53,375,890,91,26,-41.49,13.36,-35.33,21.15,-3.15,289700
2014,두산,홍성흔,DH,우투,우타,,FA 1년차,,2013,36,127,538,469,61,140,21,0,6,15,72,5,3,57,93,15,3,0,-12.7,-12.7,4.8,-1.39,40000,,,,,2,128,5142,4401,699,1271,217,37,79,95,654,172,61,524,717,105,56,8.01,-0.56,7.44,36.32,1.04,345000
2014,롯데,황재균,3B,우투,우타,9,신규,A,2013,26,128,559,489,70,134,29,3,10,7,56,22,11,49,78,14,4,5.72,0.09,5.81,2.44,0.4,18000,고졸,,,,5,128,4978,4289,556,1118,208,18,71,61,522,133,58,503,862,92,41,17.08,1.43,18.51,15.17,2.53,311900
2015,롯데,황재균,3B,우투,우타,9,신규,A,2014,27,128,550,486,66,156,33,3,3,12,76,17,10,53,86,8,4,-3.44,0,-3.44,2.7,-0.3,19000,고졸,,,,7,128,5194,4487,716,1288,252,26,70,121,685,63,41,534,964,95,41,1.14,15.71,-6.57,16.88,0.1,510600
2016,롯데,황재균,3B,우투,우타,9,신규,A,2015,28,144,596,534,95,155,41,2,4,26,97,11,10,48,122,14,6,1.85,-0.14,1.71,2.45,0.17,31000,고졸,,,,8,144,5680,4972,765,1393,254,19,68,177,727,104,50,532,1186,136,28,22.19,15.39,13.9,18.66,2.33,624400
2017,롯데,황재균,3B,우투,우타,9,신규,A,2016,29,127,559,498,97,167,26,5,4,27,113,25,10,49,66,10,8,8.81,-0.06,8.75,4.12,0.78,50000,고졸,이적,4,88,8,144,5784,5001,777,1439,252,20,83,127,732,145,64,596,1061,120,41,-7.33,6.21,-16.83,17.82,-0.54,730200
2019,KT,황재균,3B,우투,우타,4,재자격,B,2018,31,142,588,530,76,157,41,3,4,25,88,14,7,49,120,5,3,-0.96,-1.5,-2.46,3.54,-0.09,120000,고졸,,,,9,144,5605,5026,757,1382,264,13,46,206,721,80,57,464,1109,103,26,-2.41,-7.35,-12.03,16.22,-0.35,607700
2020,KT,황재균,3B,우투,우타,4,재자격,B,2019,32,124,507,448,78,127,16,3,2,20,67,10,7,52,71,10,5,8.99,0.31,9.31,3.8,0.92,120000,고졸,,,,6,144,5582,4965,650,1375,187,20,52,103,615,104,44,475,975,113,45,36.35,39.04,26.31,21.52,3.72,514900
2021,KT,황재균,3B,우투,우타,4,재자격,B,2020,33,134,600,541,108,169,35,5,5,21,97,11,6,47,98,12,4,5.03,-0.1,4.93,4.72,0.47,120000,고졸,,,,3,144,5762,5047,813,1432,238,21,52,163,767,106,50,554,1097,104,45,21.71,15.8,11.9,27.89,2.1,584000
2022,KT,황재균,3B,우투,우타,4,재자격,B,2021,34,117,507,453,74,132,16,2,3,10,56,11,4,46,92,11,4,4.16,-0.12,4.04,2.41,0.41,80000,고졸,잔류,4,60,1,144,5627,4810,719,1276,219,11,58,106,673,112,46,645,1047,105,44,10.21,-7.11,0.42,21.86,1.33,575800
2023,KT,황재균,3B,우투,우타,,FA 1년차,,2022,35,141,581,519,59,136,25,3,5,10,64,6,3,53,99,17,2,-2.49,-0.25,-2.74,2.07,-0.26,40000,,,,,4,144,5547,4864,631,1237,192,19,49,119,588,89,34,519,1183,105,44,13.16,14.83,4.34,17.82,1.35,749000
